model_key	model_id	run_dir	lane	phase	start_ts	end_ts	start_s	duration_s	source	detail
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	agent_nsrestore_launch	2026-05-04T07:47:01.009Z	2026-05-04T07:47:01.029Z	0.034	0.019	snapshot-agent log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	nsrestore_setup	2026-05-04T07:47:01.029Z	2026-05-04T07:47:01.039Z	0.053	0.010	snapshot-agent nsrestore timing summary	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	criu_restore	2026-05-04T07:47:01.039Z	2026-05-04T07:49:07.652Z	0.063	126.613	snapshot-agent nsrestore timing summary	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	cuda_restore	2026-05-04T07:49:07.652Z	2026-05-04T07:49:33.911Z	126.677	26.259	snapshot-agent nsrestore timing summary	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	snapshot-agent	agent_external_complete	2026-05-04T07:49:33.912Z	2026-05-04T07:49:33.915Z	152.936	0.003	snapshot-agent log	
qwen25-72b	Qwen/Qwen2.5-72B-Instruct	dckpt-qwen25-72b-0504074126	kube/discovery	worker_pod_ready_condition	2026-05-04T07:49:36.825Z	2026-05-04T07:49:38.000Z	155.849	1.175	k8s pod watch	overlaps worker registration; Kubernetes Ready boundary
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	frontend/main	frontend_pod_to_container	2026-05-03T23:19:27.000Z	2026-05-03T23:19:29.000Z	-1.995	2.000	k8s pod watch	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	frontend/main	frontend_start_to_discovery	2026-05-03T23:19:29.000Z	2026-05-03T23:19:30.447Z	0.005	1.447	frontend log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	frontend/main	frontend_discovery_to_metadata_snapshot	2026-05-03T23:19:30.447Z	2026-05-03T23:21:45.530Z	1.452	135.083	frontend log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	frontend/main	frontend_ready_to_first_request	2026-05-03T23:19:40.000Z	2026-05-03T23:21:53.295Z	11.005	133.295	frontend log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	frontend/main	frontend_inference_request	2026-05-03T23:21:53.295Z	2026-05-03T23:21:54.431Z	144.300	1.136	frontend log	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	worker/main	restore_pod_to_container	2026-05-03T23:19:27.000Z	2026-05-03T23:19:28.000Z	-1.995	1.000	k8s pod watch	
gpt-oss-120b	openai/gpt-oss-120b	dckpt-gpt-oss-120b-0503231427	worker/main	restore_complete_to_sentinel	2026-05-03T23:21:42.556Z	2026-05-03T23:21:42.563Z	133.561	0.007	restore-worker log	
