model_key	model_id	run_dir	lane	phase	start_ts	end_ts	start_s	duration_s	source	detail
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-loader	gms_load_metadata_commit	2026-05-03T17:51:35.929Z	2026-05-03T17:51:35.987Z	2.425	0.058	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/gms-loader	gms_load_sentinel	2026-05-03T17:51:35.992Z	2026-05-03T17:51:35.997Z	2.488	0.005	gms-loader log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/main	main_pod_to_container	2026-05-03T17:51:30.000Z	2026-05-03T17:51:31.000Z	-3.504	1.000	restore pod yaml	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	snapshot-agent	restore_agent_to_nsrestore	2026-05-03T17:51:33.504Z	2026-05-03T17:51:33.642Z	0.000	0.139	snapshot-agent	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/main	main_gms_remap	2026-05-03T17:51:37.244Z	2026-05-03T17:51:37.312Z	3.740	0.068	worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/main	registration_to_generate_endpoint	2026-05-03T17:51:37.329Z	2026-05-03T17:51:37.799Z	3.825	0.470	worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	worker/main	generate_endpoint_to_metadata_snapshot	2026-05-03T17:51:37.799Z	2026-05-03T17:51:39.072Z	4.295	1.273	worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	kube/discovery	pod_ready_to_metadata_snapshot	2026-05-03T17:51:38.000Z	2026-05-03T17:51:39.072Z	4.496	1.072	pod yaml + worker main log	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	frontend/main	frontend_discovers_worker	2026-05-03T17:51:39.072Z	2026-05-03T17:51:39.072Z	5.568	0.000	worker/frontend logs	
llama33-70b-fp8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	gms-local-ssd-pinned-manu-0503174851	frontend/main	first_inference	2026-05-03T17:51:58.972Z	2026-05-03T17:52:00.087Z	25.468	1.115	frontend log	
